ZMID,DEH,ZMMC,DW,基价,RGF,CLF,JXF,QTF
7589,6-310,低压管道 塑料管(胶圈接口)管外径(mm以内)315,10m,90.22,88.03,2.08,0.11,0
7590,6-311,低压管道 塑料管(胶圈接口)管外径(mm以内)355,10m,102.57,99.89,2.57,0.11,0
7591,6-312,低压管道 塑料管(胶圈接口)管外径(mm以内)400,10m,114.02,111.26,2.64,0.12,0
7592,6-313,低压管道 塑料管(胶圈接口)管外径(mm以内)500,10m,141.01,137.71,3.12,0.18,0
7593,6-314,低压管道 塑料管(热熔连接)管外径(mm以内)75,10m,17.9,15.55,0.0,2.35,0
7594,6-315,低压管道 塑料管(热熔连接)管外径(mm以内)110,10m,24.05,21.17,0.0,2.88,0
7595,6-316,低压管道 塑料管(热熔连接)管外径(mm以内)160,10m,47.46,28.94,0.0,18.52,0
7596,6-317,低压管道 塑料管(热熔连接)管外径(mm以内)200,10m,56.24,34.13,0.0,22.11,0
7597,6-318,低压管道 塑料管(热熔连接)管外径(mm以内)250,10m,74.96,45.79,0.0,29.17,0
7598,6-319,低压管道 塑料管(热熔连接)管外径(mm以内)315,10m,88.1,54.86,0.0,33.24,0
7599,6-320,低压管道 塑料管(热熔连接)管外径(mm以内)355,10m,100.15,63.07,0.0,37.08,0
7600,6-321,低压管道 塑料管(热熔连接)管外径(mm以内)400,10m,109.54,69.12,0.0,40.42,0
7601,6-322,低压管道 塑料管(热熔连接)管外径(mm以内)500,10m,118.41,76.03,0.0,42.38,0
7602,6-323,低压管道 玻璃钢管(胶泥)公称直径(mm以内)25,10m,25.73,23.76,1.87,0.1,0
7603,6-324,低压管道 玻璃钢管(胶泥)公称直径(mm以内)40,10m,38.62,35.42,3.0,0.2,0
7604,6-325,低压管道 玻璃钢管(胶泥)公称直径(mm以内)50,10m,48.46,44.5,3.76,0.2,0
7605,6-326,低压管道 玻璃钢管(胶泥)公称直径(mm以内)80,10m,69.42,63.07,6.01,0.34,0
7606,6-327,低压管道 玻璃钢管(胶泥)公称直径(mm以内)100,10m,86.19,78.62,7.18,0.39,0
7607,6-328,低压管道 玻璃钢管(胶泥)公称直径(mm以内)125,10m,109.22,100.66,8.02,0.54,0
7608,6-329,低压管道 玻璃钢管(胶泥)公称直径(mm以内)150,10m,133.55,121.39,11.52,0.64,0
7609,6-330,低压管道 玻璃管(法兰连接)公称直径(mm以内)25,10m,40.04,39.74,0.3,0.0,0
7610,6-331,低压管道 玻璃管(法兰连接)公称直径(mm以内)40,10m,45.54,44.93,0.61,0.0,0
7611,6-332,低压管道 玻璃管(法兰连接)公称直径(mm以内)50,10m,52.12,51.41,0.71,0.0,0
7612,6-333,低压管道 玻璃管(法兰连接)公称直径(mm以内)65,10m,71.86,70.85,1.01,0.0,0
7613,6-334,低压管道 玻璃管(法兰连接)公称直径(mm以内)80,10m,75.61,74.3,1.31,0.0,0
7614,6-335,低压管道 玻璃管(法兰连接)公称直径(mm以内)100,10m,101.93,100.22,1.71,0.0,0
7615,6-336,低压管道 玻璃管(法兰连接)公称直径(mm以内)125,10m,122.98,120.96,2.02,0.0,0
7616,6-337,低压管道 承插铸铁管(石棉水泥接口)公称直径(mm以内)75,10m,37.55,33.46,4.09,0.0,0
7617,6-338,低压管道 承插铸铁管(石棉水泥接口)公称直径(mm以内)100,10m,39.25,33.89,5.36,0.0,0
7618,6-339,低压管道 承插铸铁管(石棉水泥接口)公称直径(mm以内)150,10m,50.15,42.43,7.72,0.0,0
7619,6-340,低压管道 承插铸铁管(石棉水泥接口)公称直径(mm以内)200,10m,76.23,65.71,10.52,0.0,0
7620,6-341,低压管道 承插铸铁管(石棉水泥接口)公称直径(mm以内)300,10m,103.13,57.55,13.65,31.93,0
7621,6-342,低压管道 承插铸铁管(石棉水泥接口)公称直径(mm以内)400,10m,138.19,78.77,19.91,39.51,0
7622,6-343,低压管道 承插铸铁管(石棉水泥接口)公称直径(mm以内)500,10m,174.53,100.37,27.47,46.69,0
7623,6-344,低压管道 承插铸铁管(石棉水泥接口)公称直径(mm以内)600,10m,205.68,115.49,33.89,56.3,0
7624,6-345,低压管道 承插铸铁管(石棉水泥接口)公称直径(mm以内)700,10m,268.91,160.75,40.68,67.48,0
7625,6-346,低压管道 承插铸铁管(石棉水泥接口)公称直径(mm以内)800,10m,287.45,166.46,47.49,73.5,0
7626,6-347,低压管道 承插铸铁管(石棉水泥接口)公称直径(mm以内)900,10m,347.02,215.04,54.89,77.09,0
7627,6-348,低压管道 承插铸铁管(石棉水泥接口)公称直径(mm以内)1000,10m,414.66,221.95,67.05,125.66,0
7628,6-349,低压管道 承插铸铁管(石棉水泥接口)公称直径(mm以内)1200,10m,486.67,271.73,83.69,131.25,0
7629,6-350,低压管道 承插铸铁管(石棉水泥接口)公称直径(mm以内)1400,10m,695.81,418.22,108.38,169.21,0
7630,6-351,低压管道 承插铸铁管(石棉水泥接口)公称直径(mm以内)1600,10m,850.48,539.38,129.41,181.69,0
7631,6-352,低压管道 承插铸铁管(青铅接口)公称直径(mm以内)75,10m,175.59,36.72,138.87,0.0,0
7632,6-353,低压管道 承插铸铁管(青铅接口)公称直径(mm以内)100,10m,210.42,37.54,172.88,0.0,0
7633,6-354,低压管道 承插铸铁管(青铅接口)公称直径(mm以内)150,10m,301.06,46.94,254.12,0.0,0
7634,6-355,低压管道 承插铸铁管(青铅接口)公称直径(mm以内)200,10m,399.08,71.81,327.27,0.0,0
7635,6-356,低压管道 承插铸铁管(青铅接口)公称直径(mm以内)300,10m,545.91,76.7,437.28,31.93,0
7636,6-357,低压管道 承插铸铁管(青铅接口)公称直径(mm以内)400,10m,733.12,93.02,600.59,39.51,0
7637,6-358,低压管道 承插铸铁管(青铅接口)公称直径(mm以内)500,10m,1015.26,124.46,844.11,46.69,0
7638,6-359,低压管道 承插铸铁管(青铅接口)公称直径(mm以内)600,10m,1251.49,147.7,1047.49,56.3,0
7639,6-360,低压管道 承插铸铁管(青铅接口)公称直径(mm以内)700,10m,1555.48,223.2,1264.8,67.48,0
7640,6-361,低压管道 承插铸铁管(青铅接口)公称直径(mm以内)800,10m,1802.29,232.56,1496.23,73.5,0
7641,6-362,低压管道 承插铸铁管(青铅接口)公称直径(mm以内)900,10m,2125.59,308.88,1739.62,77.09,0
7642,6-363,低压管道 承插铸铁管(青铅接口)公称直径(mm以内)1000,10m,2605.79,320.69,2159.44,125.66,0
7643,6-364,低压管道 承插铸铁管(青铅接口)公称直径(mm以内)1200,10m,3283.89,397.82,2754.82,131.25,0
7644,6-365,低压管道 承插铸铁管(青铅接口)公称直径(mm以内)1400,10m,4395.46,571.63,3654.62,169.21,0
7645,6-366,低压管道 承插铸铁管(青铅接口)公称直径(mm以内)1600,10m,5302.99,711.98,4409.32,181.69,0
7646,6-367,低压管道 承插铸铁管(膨胀水泥接口)公称直径(mm以内)75,10m,32.22,29.38,2.84,0.0,0
7647,6-368,低压管道 承插铸铁管(膨胀水泥接口)公称直径(mm以内)100,10m,34.03,30.19,3.84,0.0,0
7648,6-369,低压管道 承插铸铁管(膨胀水泥接口)公称直径(mm以内)150,10m,43.45,37.97,5.48,0.0,0
7649,6-370,低压管道 承插铸铁管(膨胀水泥接口)公称直径(mm以内)200,10m,68.43,60.82,7.61,0.0,0
7650,6-371,低压管道 承插铸铁管(膨胀水泥接口)公称直径(mm以内)300,10m,110.25,68.54,9.78,31.93,0
7651,6-372,低压管道 承插铸铁管(膨胀水泥接口)公称直径(mm以内)400,10m,125.11,70.99,14.61,39.51,0
7652,6-373,低压管道 承插铸铁管(膨胀水泥接口)公称直径(mm以内)500,10m,157.68,91.01,19.98,46.69,0
7653,6-374,低压管道 承插铸铁管(膨胀水泥接口)公称直径(mm以内)600,10m,186.61,105.7,24.61,56.3,0
7654,6-375,低压管道 承插铸铁管(膨胀水泥接口)公称直径(mm以内)700,10m,242.62,145.68,29.46,67.48,0
7655,6-376,低压管道 承插铸铁管(膨胀水泥接口)公称直径(mm以内)800,10m,258.66,150.96,34.2,73.5,0
7656,6-377,低压管道 承插铸铁管(膨胀水泥接口)公称直径(mm以内)900,10m,310.72,194.21,39.42,77.09,0
7657,6-378,低压管道 承插铸铁管(膨胀水泥接口)公称直径(mm以内)1000,10m,374.63,201.17,47.8,125.66,0
7658,6-379,低压管道 承插铸铁管(膨胀水泥接口)公称直径(mm以内)1200,10m,437.16,246.86,59.05,131.25,0
7659,6-380,低压管道 承插铸铁管(膨胀水泥接口)公称直径(mm以内)1400,10m,571.6,326.83,75.56,169.21,0
7660,6-381,低压管道 承插铸铁管(膨胀水泥接口)公称直径(mm以内)1600,10m,683.51,412.08,89.74,181.69,0
7661,6-382,低压管道 法兰铸铁管(法兰连接)公称直径(mm以内)75,10m,108.9,46.13,57.01,5.76,0
7662,6-383,低压管道 法兰铸铁管(法兰连接)公称直径(mm以内)100,10m,113.18,48.96,57.01,7.21,0
7663,6-384,低压管道 法兰铸铁管(法兰连接)公称直径(mm以内)125,10m,153.12,58.37,82.5,12.25,0
7664,6-385,低压管道 法兰铸铁管(法兰连接)公称直径(mm以内)150,10m,161.28,66.53,82.5,12.25,0
7665,6-386,低压管道 法兰铸铁管(法兰连接)公称直径(mm以内)200,10m,194.33,81.6,99.04,13.69,0
7666,6-387,低压管道 法兰铸铁管(法兰连接)公称直径(mm以内)250,10m,252.0,106.51,126.76,18.73,0
7667,6-388,低压管道 法兰铸铁管(法兰连接)公称直径(mm以内)300,10m,272.55,122.02,126.76,23.77,0
7668,6-389,低压管道 法兰铸铁管(法兰连接)公称直径(mm以内)350,10m,343.83,161.57,153.44,28.82,0
7669,6-390,低压管道 法兰铸铁管(法兰连接)公称直径(mm以内)400,10m,388.92,181.97,171.65,35.3,0
7670,6-391,低压管道 法兰铸铁管(法兰连接)公称直径(mm以内)450,10m,586.2,229.3,315.11,41.79,0
7671,6-392,低压管道 法兰铸铁管(法兰连接)公称直径(mm以内)500,10m,627.17,253.39,325.51,48.27,0
7672,6-393,低压管道 法兰铸铁管(法兰连接)公称直径(mm以内)600,10m,761.17,321.5,375.55,64.12,0
7673,6-394,低压管道 预应力砼管(胶圈接口)公称直径(mm以内)300,10m,146.28,87.31,8.6,50.37,0
7674,6-395,低压管道 预应力砼管(胶圈接口)公称直径(mm以内)400,10m,234.34,132.62,39.63,62.09,0
7675,6-396,低压管道 预应力砼管(胶圈接口)公称直径(mm以内)500,10m,283.64,165.26,44.29,74.09,0
7676,6-397,低压管道 预应力砼管(胶圈接口)公称直径(mm以内)600,10m,333.22,199.92,48.92,84.38,0
7677,6-398,低压管道 预应力砼管(胶圈接口)公称直径(mm以内)700,10m,416.26,261.55,53.57,101.14,0
7678,6-399,低压管道 预应力砼管(胶圈接口)公称直径(mm以内)800,10m,442.7,271.73,58.22,112.75,0
7679,6-400,低压管道 预应力砼管(胶圈接口)公称直径(mm以内)900,10m,577.04,389.23,60.78,127.03,0
7680,6-401,低压管道 预应力砼管(胶圈接口)公称直径(mm以内)1000,10m,679.8,402.72,67.51,209.57,0
7681,6-402,低压管道 预应力砼管(胶圈接口)公称直径(mm以内)1200,10m,857.46,528.38,97.61,231.47,0
7682,6-403,低压管道 预应力砼管(胶圈接口)公称直径(mm以内)1400,10m,1042.04,637.3,102.98,301.76,0
7683,6-404,低压管道 预应力砼管(胶圈接口)公称直径(mm以内)1600,10m,1272.22,764.59,133.08,374.55,0
7684,6-405,低压管道 预应力砼管(胶圈接口)公称直径(mm以内)1800,10m,1455.66,917.62,138.21,399.83,0
7685,6-406,中压管道 碳钢管(电弧焊)公称直径(mm以内)15,10m,22.2,20.4,0.28,1.52,0
7686,6-407,中压管道 碳钢管(电弧焊)公称直径(mm以内)20,10m,25.89,22.85,0.53,2.51,0
7687,6-408,中压管道 碳钢管(电弧焊)公称直径(mm以内)25,10m,29.05,25.3,0.65,3.1,0
7688,6-409,中压管道 碳钢管(电弧焊)公称直径(mm以内)32,10m,33.15,28.56,0.86,3.73,0
7689,6-410,中压管道 碳钢管(电弧焊)公称直径(mm以内)40,10m,37.29,31.82,0.97,4.5,0
7690,6-411,中压管道 碳钢管(电弧焊)公称直径(mm以内)50,10m,42.85,35.52,1.59,5.74,0
7691,6-412,中压管道 碳钢管(电弧焊)公称直径(mm以内)65,10m,53.87,43.25,3.17,7.45,0
7692,6-413,中压管道 碳钢管(电弧焊)公称直径(mm以内)80,10m,68.34,53.47,6.12,8.75,0
7693,6-414,中压管道 碳钢管(电弧焊)公称直径(mm以内)100,10m,125.81,61.2,9.3,55.31,0
7694,6-415,中压管道 碳钢管(电弧焊)公称直径(mm以内)125,10m,145.9,61.63,10.71,73.56,0
7695,6-416,中压管道 碳钢管(电弧焊)公称直径(mm以内)150,10m,158.97,66.1,14.41,78.46,0
7696,6-417,中压管道 碳钢管(电弧焊)公称直径(mm以内)200,10m,224.19,91.39,24.76,108.04,0
7697,6-418,中压管道 碳钢管(电弧焊)公称直径(mm以内)250,10m,303.04,112.22,37.48,153.34,0
7698,6-419,中压管道 碳钢管(电弧焊)公称直径(mm以内)300,10m,329.35,119.57,42.37,167.41,0
7699,6-420,中压管道 碳钢管(电弧焊)公称直径(mm以内)350,10m,387.06,141.6,57.07,188.39,0
7700,6-421,中压管道 碳钢管(电弧焊)公称直径(mm以内)400,10m,465.64,168.53,75.17,221.94,0
7701,6-422,中压管道 碳钢管(电弧焊)公称直径(mm以内)450,10m,560.91,212.98,91.93,256.0,0
7702,6-423,中压管道 碳钢管(电弧焊)公称直径(mm以内)500,10m,637.88,249.7,107.15,281.03,0
7703,6-424,中压管道 碳钢管(氩电联焊)公称直径(mm以内)15,10m,24.94,22.46,0.7,1.78,0
7704,6-425,中压管道 碳钢管(氩电联焊)公称直径(mm以内)20,10m,27.89,24.91,0.85,2.13,0
7705,6-426,中压管道 碳钢管(氩电联焊)公称直径(mm以内)25,10m,31.24,27.74,0.98,2.52,0
7706,6-427,中压管道 碳钢管(氩电联焊)公称直径(mm以内)32,10m,35.4,31.44,1.15,2.81,0
7707,6-428,中压管道 碳钢管(氩电联焊)公称直径(mm以内)40,10m,40.23,35.52,1.24,3.47,0
7708,6-429,中压管道 碳钢管(氩电联焊)公称直径(mm以内)50,10m,50.01,40.42,2.37,7.22,0
7709,6-430,中压管道 碳钢管(氩电联焊)公称直径(mm以内)65,10m,64.54,48.96,6.04,9.54,0
7710,6-431,中压管道 碳钢管(氩电联焊)公称直径(mm以内)80,10m,76.88,58.75,7.0,11.13,0
7711,6-432,中压管道 碳钢管(氩电联焊)公称直径(mm以内)100,10m,137.41,68.16,10.33,58.92,0
7712,6-433,中压管道 碳钢管(氩电联焊)公称直径(mm以内)125,10m,161.64,70.61,11.94,79.09,0
7713,6-434,中压管道 碳钢管(氩电联焊)公称直径(mm以内)150,10m,179.8,73.87,16.19,89.74,0
7714,6-435,中压管道 碳钢管(氩电联焊)公称直径(mm以内)200,10m,253.28,102.0,26.92,124.36,0
7715,6-436,中压管道 碳钢管(氩电联焊)公称直径(mm以内)250,10m,339.86,124.85,39.87,175.14,0
7716,6-437,中压管道 碳钢管(氩电联焊)公称直径(mm以内)300,10m,371.02,133.82,44.9,192.3,0
7717,6-438,中压管道 碳钢管(氩电联焊)公称直径(mm以内)350,10m,430.76,157.92,58.77,214.07,0
7718,6-439,中压管道 碳钢管(氩电联焊)公称直径(mm以内)400,10m,515.52,187.3,76.57,251.65,0
7719,6-440,中压管道 碳钢管(氩电联焊)公称直径(mm以内)450,10m,595.36,201.55,98.36,295.45,0
7720,6-441,中压管道 碳钢管(氩电联焊)公称直径(mm以内)500,10m,705.48,275.42,108.27,321.79,0
7721,6-442,中压管道 不锈钢管(电弧焊)公称直径(mm以内)15,10m,31.24,27.74,1.36,2.14,0
7722,6-443,中压管道 不锈钢管(电弧焊)公称直径(mm以内)20,10m,32.78,28.56,1.7,2.52,0
7723,6-444,中压管道 不锈钢管(电弧焊)公称直径(mm以内)25,10m,35.7,29.81,2.49,3.4,0
7724,6-445,中压管道 不锈钢管(电弧焊)公称直径(mm以内)32,10m,39.74,32.64,3.08,4.02,0
7725,6-446,中压管道 不锈钢管(电弧焊)公称直径(mm以内)40,10m,47.04,37.15,4.72,5.17,0
7726,6-447,中压管道 不锈钢管(电弧焊)公称直径(mm以内)50,10m,66.22,51.41,8.04,6.77,0
7727,6-448,中压管道 不锈钢管(电弧焊)公称直径(mm以内)65,10m,91.38,68.54,13.34,9.5,0
7728,6-449,中压管道 不锈钢管(电弧焊)公称直径(mm以内)80,10m,113.33,72.62,15.71,25.0,0
7729,6-450,中压管道 不锈钢管(电弧焊)公称直径(mm以内)100,10m,145.41,84.86,26.57,33.98,0
7730,6-451,中压管道 不锈钢管(电弧焊)公称直径(mm以内)125,10m,219.3,86.5,30.75,102.05,0
7731,6-452,中压管道 不锈钢管(电弧焊)公称直径(mm以内)150,10m,255.55,97.54,43.86,114.15,0
7732,6-453,中压管道 不锈钢管(电弧焊)公称直径(mm以内)200,10m,387.53,145.25,82.92,159.36,0
7733,6-454,中压管道 不锈钢管(电弧焊)公称直径(mm以内)250,10m,530.31,174.62,136.15,219.54,0
7734,6-455,中压管道 不锈钢管(电弧焊)公称直径(mm以内)300,10m,671.99,207.26,206.62,258.11,0
7735,6-456,中压管道 不锈钢管(电弧焊)公称直径(mm以内)350,10m,872.03,246.43,309.53,316.07,0
7736,6-457,中压管道 不锈钢管(电弧焊)公称直径(mm以内)400,10m,1082.16,281.14,423.48,377.54,0
7737,6-458,中压管道 不锈钢管(氩电联焊)公称直径(mm以内)50,10m,75.72,53.47,7.77,14.48,0
7738,6-459,中压管道 不锈钢管(氩电联焊)公称直径(mm以内)65,10m,108.74,72.62,13.68,22.44,0
7739,6-460,中压管道 不锈钢管(氩电联焊)公称直径(mm以内)80,10m,123.08,82.03,16.39,24.66,0
7740,6-461,中压管道 不锈钢管(氩电联焊)公称直径(mm以内)100,10m,150.34,92.21,27.17,30.96,0
7741,6-462,中压管道 不锈钢管(氩电联焊)公称直径(mm以内)125,10m,227.54,98.35,32.09,97.1,0
7742,6-463,中压管道 不锈钢管(氩电联焊)公称直径(mm以内)150,10m,257.05,105.7,45.17,106.18,0
7743,6-464,中压管道 不锈钢管(氩电联焊)公称直径(mm以内)200,10m,382.69,153.84,83.96,144.89,0
7744,6-465,中压管道 不锈钢管(氩电联焊)公称直径(mm以内)250,10m,514.09,180.77,135.81,197.51,0
7745,6-466,中压管道 不锈钢管(氩电联焊)公称直径(mm以内)300,10m,642.1,211.34,204.49,226.27,0
7746,6-467,中压管道 不锈钢管(氩电联焊)公称直径(mm以内)350,10m,827.48,249.31,303.62,274.55,0
7747,6-468,中压管道 不锈钢管(氩电联焊)公称直径(mm以内)400,10m,1033.01,288.48,416.8,327.73,0
7748,6-469,中压管道 不锈钢管(氩电联焊)公称直径(mm以内)450,10m,1274.92,330.1,555.59,389.23,0
7749,6-470,中压管道 不锈钢管(氩电联焊)公称直径(mm以内)500,10m,1444.42,382.8,614.91,446.71,0
7750,6-471,中压管道 不锈钢管(氩弧焊)公称直径(mm以内)15,10m,36.6,29.81,1.47,5.32,0
7751,6-472,中压管道 不锈钢管(氩弧焊)公称直径(mm以内)20,10m,38.57,30.62,1.83,6.12,0
7752,6-473,中压管道 不锈钢管(氩弧焊)公称直径(mm以内)25,10m,40.98,31.01,2.7,7.27,0
7753,6-474,中压管道 不锈钢管(氩弧焊)公称直径(mm以内)32,10m,46.77,35.09,3.39,8.29,0
7754,6-475,中压管道 不锈钢管(氩弧焊)公称直径(mm以内)40,10m,54.95,39.6,5.13,10.22,0
7755,6-476,中压管道 不锈钢管(氩弧焊)公称直径(mm以内)50,10m,78.03,55.49,8.19,14.35,0
7756,6-477,中压管道 不锈钢管(氩弧焊)公称直径(mm以内)65,10m,114.47,75.89,15.29,23.29,0
7757,6-478,中压管道 不锈钢管(氩弧焊)公称直径(mm以内)80,10m,128.82,84.86,18.28,25.68,0
7758,6-479,中压管道 不锈钢管(氩弧焊)公称直径(mm以内)100,10m,164.02,98.35,30.43,35.24,0
7759,6-480,中压管道 不锈钢管(氩弧焊)公称直径(mm以内)125,10m,239.95,102.0,35.88,102.07,0
7760,6-481,中压管道 不锈钢管(氩弧焊)公称直径(mm以内)150,10m,279.82,114.24,50.56,115.02,0
7761,6-482,中压管道 不锈钢管(氩弧焊)公称直径(mm以内)200,10m,429.38,165.26,94.46,169.66,0
7762,6-483,中压管道 合金钢管(电弧焊)公称直径(mm以内)15,10m,40.77,29.38,0.5,10.89,0
7763,6-484,中压管道 合金钢管(电弧焊)公称直径(mm以内)20,10m,46.64,33.46,0.91,12.27,0
7764,6-485,中压管道 合金钢管(电弧焊)公称直径(mm以内)25,10m,50.06,35.9,1.11,13.05,0
7765,6-486,中压管道 合金钢管(电弧焊)公称直径(mm以内)32,10m,55.46,39.98,1.38,14.1,0
7766,6-487,中压管道 合金钢管(电弧焊)公称直径(mm以内)40,10m,60.54,44.06,1.6,14.88,0
7767,6-488,中压管道 合金钢管(电弧焊)公称直径(mm以内)50,10m,72.97,51.84,2.65,18.48,0
7768,6-489,中压管道 合金钢管(电弧焊)公称直径(mm以内)65,10m,96.5,68.16,4.38,23.96,0
7769,6-490,中压管道 合金钢管(电弧焊)公称直径(mm以内)80,10m,104.08,73.44,5.15,25.49,0
7770,6-491,中压管道 合金钢管(电弧焊)公称直径(mm以内)100,10m,124.81,86.5,8.59,29.72,0
7771,6-492,中压管道 合金钢管(电弧焊)公称直径(mm以内)125,10m,194.64,91.82,10.06,92.76,0
7772,6-493,中压管道 合金钢管(电弧焊)公称直径(mm以内)150,10m,208.58,94.66,14.62,99.3,0
7773,6-494,中压管道 合金钢管(电弧焊)公称直径(mm以内)200,10m,295.4,136.27,27.2,131.93,0
7774,6-495,中压管道 合金钢管(电弧焊)公称直径(mm以内)250,10m,388.78,163.2,44.1,181.48,0
7775,6-496,中压管道 合金钢管(电弧焊)公称直径(mm以内)300,10m,461.11,189.31,66.34,205.46,0
7776,6-497,中压管道 合金钢管(电弧焊)公称直径(mm以内)350,10m,562.13,221.95,98.34,241.84,0
7777,6-498,中压管道 合金钢管(电弧焊)公称直径(mm以内)400,10m,694.17,272.98,134.33,286.86,0
7778,6-499,中压管道 合金钢管(电弧焊)公称直径(mm以内)450,10m,850.31,308.06,179.5,362.75,0
7779,6-500,中压管道 合金钢管(电弧焊)公称直径(mm以内)500,10m,967.55,374.54,198.62,394.39,0
